==> 439d:  LD DE, 4447h        PC:43a0 AF:0293 BC:0000 DE:4447 HL:0a68 SP:f793 IX:0000 IY:0000 Flags:10010011 [11 47 44]
==> 43a0:  LD A, 05h           PC:43a2 AF:0593 BC:0000 DE:4447 HL:0a68 SP:f793 IX:0000 IY:0000 Flags:10010011 [3e 05 cd]
==> 43a2:  CALL 42f1h          PC:42f1 AF:0593 BC:0000 DE:4447 HL:0a68 SP:f791 IX:0000 IY:0000 Flags:10010011 [cd f1 42]
==> 42f1:  DEC B               PC:42f2 AF:05bb BC:ff00 DE:4447 HL:0a68 SP:f791 IX:0000 IY:0000 Flags:10111011 [05 c2 fd]
==> 42f2:  JP NZ, 42fdh        PC:42fd AF:05bb BC:ff00 DE:4447 HL:0a68 SP:f791 IX:0000 IY:0000 Flags:10111011 [c2 fd 42]
==> 42fd:  DEC C               PC:42fe AF:05bb BC:ffff DE:4447 HL:0a68 SP:f791 IX:0000 IY:0000 Flags:10111011 [0d c0 36]
==> 42fe:  RET NZ              PC:43a5 AF:05bb BC:ffff DE:4447 HL:0a68 SP:f793 IX:0000 IY:0000 Flags:10111011 [c0 36 2c]
==> 43a5:  PUSH BC             PC:43a6 AF:05bb BC:ffff DE:4447 HL:0a68 SP:f791 IX:0000 IY:0000 Flags:10111011 [c5 f5 e5]
==> 43a6:  PUSH AF             PC:43a7 AF:05bb BC:ffff DE:4447 HL:0a68 SP:f78f IX:0000 IY:0000 Flags:10111011 [f5 e5 eb]
==> 43a7:  PUSH HL             PC:43a8 AF:05bb BC:ffff DE:4447 HL:0a68 SP:f78d IX:0000 IY:0000 Flags:10111011 [e5 eb 4e]
==> 43a8:  EX DE, HL           PC:43a9 AF:05bb BC:ffff DE:0a68 HL:4447 SP:f78d IX:0000 IY:0000 Flags:10111011 [eb 4e 23]
==> 43a9:  LD C, (HL)          PC:43aa AF:05bb BC:ff10 DE:0a68 HL:4447 SP:f78d IX:0000 IY:0000 Flags:10111011 [4e 23 46]
==> 43aa:  INC HL              PC:43ab AF:05bb BC:ff10 DE:0a68 HL:4448 SP:f78d IX:0000 IY:0000 Flags:10111011 [23 46 c5]
==> 43ab:  LD B, (HL)          PC:43ac AF:05bb BC:2710 DE:0a68 HL:4448 SP:f78d IX:0000 IY:0000 Flags:10111011 [46 c5 23]
==> 43ac:  PUSH BC             PC:43ad AF:05bb BC:2710 DE:0a68 HL:4448 SP:f78b IX:0000 IY:0000 Flags:10111011 [c5 23 e3]
==> 43ad:  INC HL              PC:43ae AF:05bb BC:2710 DE:0a68 HL:4449 SP:f78b IX:0000 IY:0000 Flags:10111011 [23 e3 eb]
==> 43ae:  EX (SP), HL         PC:43af AF:05bb BC:2710 DE:0a68 HL:2710 SP:f78b IX:0000 IY:0000 Flags:10111011 [e3 eb 2a]
==> 43af:  EX DE, HL           PC:43b0 AF:05bb BC:2710 DE:2710 HL:0a68 SP:f78b IX:0000 IY:0000 Flags:10111011 [eb 2a 58]
==> 43b0:  LD HL, (0a58h)      PC:43b3 AF:05bb BC:2710 DE:2710 HL:adf3 SP:f78b IX:0000 IY:0000 Flags:10111011 [2a 58 0a]
==> 43b3:  LD B, 2fh           PC:43b5 AF:05bb BC:2f10 DE:2710 HL:adf3 SP:f78b IX:0000 IY:0000 Flags:10111011 [06 2f 04]
==> 43b5:  INC B               PC:43b6 AF:0531 BC:3010 DE:2710 HL:adf3 SP:f78b IX:0000 IY:0000 Flags:00110001 [04 7d 93]
==> 43b6:  LD A, L             PC:43b7 AF:f331 BC:3010 DE:2710 HL:adf3 SP:f78b IX:0000 IY:0000 Flags:00110001 [7d 93 6f]
==> 43b7:  SUB A, E            PC:43b8 AF:e3a2 BC:3010 DE:2710 HL:adf3 SP:f78b IX:0000 IY:0000 Flags:10100010 [93 6f 7c]
==> 43b8:  LD L, A             PC:43b9 AF:e3a2 BC:3010 DE:2710 HL:ade3 SP:f78b IX:0000 IY:0000 Flags:10100010 [6f 7c 9a]
==> 43b9:  LD A, H             PC:43ba AF:ada2 BC:3010 DE:2710 HL:ade3 SP:f78b IX:0000 IY:0000 Flags:10100010 [7c 9a 67]
==> 43ba:  SBC A, D            PC:43bb AF:8682 BC:3010 DE:2710 HL:ade3 SP:f78b IX:0000 IY:0000 Flags:10000010 [9a 67 d2]
==> 43bb:  LD H, A             PC:43bc AF:8682 BC:3010 DE:2710 HL:86e3 SP:f78b IX:0000 IY:0000 Flags:10000010 [67 d2 b5]
==> 43bc:  JP NC, 43b5h        PC:43b5 AF:8682 BC:3010 DE:2710 HL:86e3 SP:f78b IX:0000 IY:0000 Flags:10000010 [d2 b5 43]
==> 43b5:  INC B               PC:43b6 AF:8620 BC:3110 DE:2710 HL:86e3 SP:f78b IX:0000 IY:0000 Flags:00100000 [04 7d 93]
==> 43b6:  LD A, L             PC:43b7 AF:e320 BC:3110 DE:2710 HL:86e3 SP:f78b IX:0000 IY:0000 Flags:00100000 [7d 93 6f]
==> 43b7:  SUB A, E            PC:43b8 AF:d382 BC:3110 DE:2710 HL:86e3 SP:f78b IX:0000 IY:0000 Flags:10000010 [93 6f 7c]
==> 43b8:  LD L, A             PC:43b9 AF:d382 BC:3110 DE:2710 HL:86d3 SP:f78b IX:0000 IY:0000 Flags:10000010 [6f 7c 9a]
==> 43b9:  LD A, H             PC:43ba AF:8682 BC:3110 DE:2710 HL:86d3 SP:f78b IX:0000 IY:0000 Flags:10000010 [7c 9a 67]
==> 43ba:  SBC A, D            PC:43bb AF:5f1e BC:3110 DE:2710 HL:86d3 SP:f78b IX:0000 IY:0000 Flags:00011110 [9a 67 d2]
==> 43bb:  LD H, A             PC:43bc AF:5f1e BC:3110 DE:2710 HL:5fd3 SP:f78b IX:0000 IY:0000 Flags:00011110 [67 d2 b5]
==> 43bc:  JP NC, 43b5h        PC:43b5 AF:5f1e BC:3110 DE:2710 HL:5fd3 SP:f78b IX:0000 IY:0000 Flags:00011110 [d2 b5 43]
==> 43b5:  INC B               PC:43b6 AF:5f20 BC:3210 DE:2710 HL:5fd3 SP:f78b IX:0000 IY:0000 Flags:00100000 [04 7d 93]
==> 43b6:  LD A, L             PC:43b7 AF:d320 BC:3210 DE:2710 HL:5fd3 SP:f78b IX:0000 IY:0000 Flags:00100000 [7d 93 6f]
==> 43b7:  SUB A, E            PC:43b8 AF:c382 BC:3210 DE:2710 HL:5fd3 SP:f78b IX:0000 IY:0000 Flags:10000010 [93 6f 7c]
==> 43b8:  LD L, A             PC:43b9 AF:c382 BC:3210 DE:2710 HL:5fc3 SP:f78b IX:0000 IY:0000 Flags:10000010 [6f 7c 9a]
==> 43b9:  LD A, H             PC:43ba AF:5f82 BC:3210 DE:2710 HL:5fc3 SP:f78b IX:0000 IY:0000 Flags:10000010 [7c 9a 67]
==> 43ba:  SBC A, D            PC:43bb AF:382a BC:3210 DE:2710 HL:5fc3 SP:f78b IX:0000 IY:0000 Flags:00101010 [9a 67 d2]
==> 43bb:  LD H, A             PC:43bc AF:382a BC:3210 DE:2710 HL:38c3 SP:f78b IX:0000 IY:0000 Flags:00101010 [67 d2 b5]
==> 43bc:  JP NC, 43b5h        PC:43b5 AF:382a BC:3210 DE:2710 HL:38c3 SP:f78b IX:0000 IY:0000 Flags:00101010 [d2 b5 43]
==> 43b5:  INC B               PC:43b6 AF:3820 BC:3310 DE:2710 HL:38c3 SP:f78b IX:0000 IY:0000 Flags:00100000 [04 7d 93]
==> 43b6:  LD A, L             PC:43b7 AF:c320 BC:3310 DE:2710 HL:38c3 SP:f78b IX:0000 IY:0000 Flags:00100000 [7d 93 6f]
==> 43b7:  SUB A, E            PC:43b8 AF:b3a2 BC:3310 DE:2710 HL:38c3 SP:f78b IX:0000 IY:0000 Flags:10100010 [93 6f 7c]
==> 43b8:  LD L, A             PC:43b9 AF:b3a2 BC:3310 DE:2710 HL:38b3 SP:f78b IX:0000 IY:0000 Flags:10100010 [6f 7c 9a]
==> 43b9:  LD A, H             PC:43ba AF:38a2 BC:3310 DE:2710 HL:38b3 SP:f78b IX:0000 IY:0000 Flags:10100010 [7c 9a 67]
==> 43ba:  SBC A, D            PC:43bb AF:1102 BC:3310 DE:2710 HL:38b3 SP:f78b IX:0000 IY:0000 Flags:00000010 [9a 67 d2]
==> 43bb:  LD H, A             PC:43bc AF:1102 BC:3310 DE:2710 HL:11b3 SP:f78b IX:0000 IY:0000 Flags:00000010 [67 d2 b5]
==> 43bc:  JP NC, 43b5h        PC:43b5 AF:1102 BC:3310 DE:2710 HL:11b3 SP:f78b IX:0000 IY:0000 Flags:00000010 [d2 b5 43]
==> 43b5:  INC B               PC:43b6 AF:1120 BC:3410 DE:2710 HL:11b3 SP:f78b IX:0000 IY:0000 Flags:00100000 [04 7d 93]
==> 43b6:  LD A, L             PC:43b7 AF:b320 BC:3410 DE:2710 HL:11b3 SP:f78b IX:0000 IY:0000 Flags:00100000 [7d 93 6f]
==> 43b7:  SUB A, E            PC:43b8 AF:a3a2 BC:3410 DE:2710 HL:11b3 SP:f78b IX:0000 IY:0000 Flags:10100010 [93 6f 7c]
==> 43b8:  LD L, A             PC:43b9 AF:a3a2 BC:3410 DE:2710 HL:11a3 SP:f78b IX:0000 IY:0000 Flags:10100010 [6f 7c 9a]
==> 43b9:  LD A, H             PC:43ba AF:11a2 BC:3410 DE:2710 HL:11a3 SP:f78b IX:0000 IY:0000 Flags:10100010 [7c 9a 67]
==> 43ba:  SBC A, D            PC:43bb AF:eabb BC:3410 DE:2710 HL:11a3 SP:f78b IX:0000 IY:0000 Flags:10111011 [9a 67 d2]
==> 43bb:  LD H, A             PC:43bc AF:eabb BC:3410 DE:2710 HL:eaa3 SP:f78b IX:0000 IY:0000 Flags:10111011 [67 d2 b5]
==> 43bc:  JP NC, 43b5h        PC:43bf AF:eabb BC:3410 DE:2710 HL:eaa3 SP:f78b IX:0000 IY:0000 Flags:10111011 [d2 b5 43]
==> 43bf:  ADD HL, DE          PC:43c0 AF:ea91 BC:3410 DE:2710 HL:11b3 SP:f78b IX:0000 IY:0000 Flags:10010001 [19 22 58]
==> 43c0:  LD (0a58h), HL      PC:43c3 AF:ea91 BC:3410 DE:2710 HL:11b3 SP:f78b IX:0000 IY:0000 Flags:10010001 [22 58 0a]
==> 43c3:  POP DE              PC:43c4 AF:ea91 BC:3410 DE:4449 HL:11b3 SP:f78d IX:0000 IY:0000 Flags:10010001 [d1 e1 70]
==> 43c4:  POP HL              PC:43c5 AF:ea91 BC:3410 DE:4449 HL:0a68 SP:f78f IX:0000 IY:0000 Flags:10010001 [e1 70 23]
==> 43c5:  LD (HL), B          PC:43c6 AF:ea91 BC:3410 DE:4449 HL:0a68 SP:f78f IX:0000 IY:0000 Flags:10010001 [70 23 f1]
==> 43c6:  INC HL              PC:43c7 AF:ea91 BC:3410 DE:4449 HL:0a69 SP:f78f IX:0000 IY:0000 Flags:10010001 [23 f1 c1]
==> 43c7:  POP AF              PC:43c8 AF:05bb BC:3410 DE:4449 HL:0a69 SP:f791 IX:0000 IY:0000 Flags:10111011 [f1 c1 3d]
==> 43c8:  POP BC              PC:43c9 AF:05bb BC:ffff DE:4449 HL:0a69 SP:f793 IX:0000 IY:0000 Flags:10111011 [c1 3d c2]
==> 43c9:  DEC A               PC:43ca AF:0403 BC:ffff DE:4449 HL:0a69 SP:f793 IX:0000 IY:0000 Flags:00000011 [3d c2 a2]
==> 43ca:  JP NZ, 43a2h        PC:43a2 AF:0403 BC:ffff DE:4449 HL:0a69 SP:f793 IX:0000 IY:0000 Flags:00000011 [c2 a2 43]
==> 43a2:  CALL 42f1h          PC:42f1 AF:0403 BC:ffff DE:4449 HL:0a69 SP:f791 IX:0000 IY:0000 Flags:00000011 [cd f1 42]
==> 42f1:  DEC B               PC:42f2 AF:04ab BC:feff DE:4449 HL:0a69 SP:f791 IX:0000 IY:0000 Flags:10101011 [05 c2 fd]
==> 42f2:  JP NZ, 42fdh        PC:42fd AF:04ab BC:feff DE:4449 HL:0a69 SP:f791 IX:0000 IY:0000 Flags:10101011 [c2 fd 42]
==> 42fd:  DEC C               PC:42fe AF:04ab BC:fefe DE:4449 HL:0a69 SP:f791 IX:0000 IY:0000 Flags:10101011 [0d c0 36]
==> 42fe:  RET NZ              PC:43a5 AF:04ab BC:fefe DE:4449 HL:0a69 SP:f793 IX:0000 IY:0000 Flags:10101011 [c0 36 2c]
==> 43a5:  PUSH BC             PC:43a6 AF:04ab BC:fefe DE:4449 HL:0a69 SP:f791 IX:0000 IY:0000 Flags:10101011 [c5 f5 e5]
==> 43a6:  PUSH AF             PC:43a7 AF:04ab BC:fefe DE:4449 HL:0a69 SP:f78f IX:0000 IY:0000 Flags:10101011 [f5 e5 eb]
==> 43a7:  PUSH HL             PC:43a8 AF:04ab BC:fefe DE:4449 HL:0a69 SP:f78d IX:0000 IY:0000 Flags:10101011 [e5 eb 4e]
==> 43a8:  EX DE, HL           PC:43a9 AF:04ab BC:fefe DE:0a69 HL:4449 SP:f78d IX:0000 IY:0000 Flags:10101011 [eb 4e 23]
==> 43a9:  LD C, (HL)          PC:43aa AF:04ab BC:fee8 DE:0a69 HL:4449 SP:f78d IX:0000 IY:0000 Flags:10101011 [4e 23 46]
==> 43aa:  INC HL              PC:43ab AF:04ab BC:fee8 DE:0a69 HL:444a SP:f78d IX:0000 IY:0000 Flags:10101011 [23 46 c5]
==> 43ab:  LD B, (HL)          PC:43ac AF:04ab BC:03e8 DE:0a69 HL:444a SP:f78d IX:0000 IY:0000 Flags:10101011 [46 c5 23]
==> 43ac:  PUSH BC             PC:43ad AF:04ab BC:03e8 DE:0a69 HL:444a SP:f78b IX:0000 IY:0000 Flags:10101011 [c5 23 e3]
==> 43ad:  INC HL              PC:43ae AF:04ab BC:03e8 DE:0a69 HL:444b SP:f78b IX:0000 IY:0000 Flags:10101011 [23 e3 eb]
==> 43ae:  EX (SP), HL         PC:43af AF:04ab BC:03e8 DE:0a69 HL:03e8 SP:f78b IX:0000 IY:0000 Flags:10101011 [e3 eb 2a]
==> 43af:  EX DE, HL           PC:43b0 AF:04ab BC:03e8 DE:03e8 HL:0a69 SP:f78b IX:0000 IY:0000 Flags:10101011 [eb 2a 58]
==> 43b0:  LD HL, (0a58h)      PC:43b3 AF:04ab BC:03e8 DE:03e8 HL:11b3 SP:f78b IX:0000 IY:0000 Flags:10101011 [2a 58 0a]
==> 43b3:  LD B, 2fh           PC:43b5 AF:04ab BC:2fe8 DE:03e8 HL:11b3 SP:f78b IX:0000 IY:0000 Flags:10101011 [06 2f 04]
==> 43b5:  INC B               PC:43b6 AF:0431 BC:30e8 DE:03e8 HL:11b3 SP:f78b IX:0000 IY:0000 Flags:00110001 [04 7d 93]
==> 43b6:  LD A, L             PC:43b7 AF:b331 BC:30e8 DE:03e8 HL:11b3 SP:f78b IX:0000 IY:0000 Flags:00110001 [7d 93 6f]
==> 43b7:  SUB A, E            PC:43b8 AF:cb9b BC:30e8 DE:03e8 HL:11b3 SP:f78b IX:0000 IY:0000 Flags:10011011 [93 6f 7c]
==> 43b8:  LD L, A             PC:43b9 AF:cb9b BC:30e8 DE:03e8 HL:11cb SP:f78b IX:0000 IY:0000 Flags:10011011 [6f 7c 9a]
==> 43b9:  LD A, H             PC:43ba AF:119b BC:30e8 DE:03e8 HL:11cb SP:f78b IX:0000 IY:0000 Flags:10011011 [7c 9a 67]
==> 43ba:  SBC A, D            PC:43bb AF:0d1a BC:30e8 DE:03e8 HL:11cb SP:f78b IX:0000 IY:0000 Flags:00011010 [9a 67 d2]
==> 43bb:  LD H, A             PC:43bc AF:0d1a BC:30e8 DE:03e8 HL:0dcb SP:f78b IX:0000 IY:0000 Flags:00011010 [67 d2 b5]
==> 43bc:  JP NC, 43b5h        PC:43b5 AF:0d1a BC:30e8 DE:03e8 HL:0dcb SP:f78b IX:0000 IY:0000 Flags:00011010 [d2 b5 43]
==> 43b5:  INC B               PC:43b6 AF:0d20 BC:31e8 DE:03e8 HL:0dcb SP:f78b IX:0000 IY:0000 Flags:00100000 [04 7d 93]
==> 43b6:  LD A, L             PC:43b7 AF:cb20 BC:31e8 DE:03e8 HL:0dcb SP:f78b IX:0000 IY:0000 Flags:00100000 [7d 93 6f]
==> 43b7:  SUB A, E            PC:43b8 AF:e3a3 BC:31e8 DE:03e8 HL:0dcb SP:f78b IX:0000 IY:0000 Flags:10100011 [93 6f 7c]
==> 43b8:  LD L, A             PC:43b9 AF:e3a3 BC:31e8 DE:03e8 HL:0de3 SP:f78b IX:0000 IY:0000 Flags:10100011 [6f 7c 9a]
==> 43b9:  LD A, H             PC:43ba AF:0da3 BC:31e8 DE:03e8 HL:0de3 SP:f78b IX:0000 IY:0000 Flags:10100011 [7c 9a 67]
==> 43ba:  SBC A, D            PC:43bb AF:090a BC:31e8 DE:03e8 HL:0de3 SP:f78b IX:0000 IY:0000 Flags:00001010 [9a 67 d2]
==> 43bb:  LD H, A             PC:43bc AF:090a BC:31e8 DE:03e8 HL:09e3 SP:f78b IX:0000 IY:0000 Flags:00001010 [67 d2 b5]
==> 43bc:  JP NC, 43b5h        PC:43b5 AF:090a BC:31e8 DE:03e8 HL:09e3 SP:f78b IX:0000 IY:0000 Flags:00001010 [d2 b5 43]
==> 43b5:  INC B               PC:43b6 AF:0920 BC:32e8 DE:03e8 HL:09e3 SP:f78b IX:0000 IY:0000 Flags:00100000 [04 7d 93]
==> 43b6:  LD A, L             PC:43b7 AF:e320 BC:32e8 DE:03e8 HL:09e3 SP:f78b IX:0000 IY:0000 Flags:00100000 [7d 93 6f]
==> 43b7:  SUB A, E            PC:43b8 AF:fbbb BC:32e8 DE:03e8 HL:09e3 SP:f78b IX:0000 IY:0000 Flags:10111011 [93 6f 7c]
==> 43b8:  LD L, A             PC:43b9 AF:fbbb BC:32e8 DE:03e8 HL:09fb SP:f78b IX:0000 IY:0000 Flags:10111011 [6f 7c 9a]
==> 43b9:  LD A, H             PC:43ba AF:09bb BC:32e8 DE:03e8 HL:09fb SP:f78b IX:0000 IY:0000 Flags:10111011 [7c 9a 67]
==> 43ba:  SBC A, D            PC:43bb AF:0502 BC:32e8 DE:03e8 HL:09fb SP:f78b IX:0000 IY:0000 Flags:00000010 [9a 67 d2]
==> 43bb:  LD H, A             PC:43bc AF:0502 BC:32e8 DE:03e8 HL:05fb SP:f78b IX:0000 IY:0000 Flags:00000010 [67 d2 b5]
==> 43bc:  JP NC, 43b5h        PC:43b5 AF:0502 BC:32e8 DE:03e8 HL:05fb SP:f78b IX:0000 IY:0000 Flags:00000010 [d2 b5 43]
==> 43b5:  INC B               PC:43b6 AF:0520 BC:33e8 DE:03e8 HL:05fb SP:f78b IX:0000 IY:0000 Flags:00100000 [04 7d 93]
==> 43b6:  LD A, L             PC:43b7 AF:fb20 BC:33e8 DE:03e8 HL:05fb SP:f78b IX:0000 IY:0000 Flags:00100000 [7d 93 6f]
==> 43b7:  SUB A, E            PC:43b8 AF:1302 BC:33e8 DE:03e8 HL:05fb SP:f78b IX:0000 IY:0000 Flags:00000010 [93 6f 7c]
==> 43b8:  LD L, A             PC:43b9 AF:1302 BC:33e8 DE:03e8 HL:0513 SP:f78b IX:0000 IY:0000 Flags:00000010 [6f 7c 9a]
==> 43b9:  LD A, H             PC:43ba AF:0502 BC:33e8 DE:03e8 HL:0513 SP:f78b IX:0000 IY:0000 Flags:00000010 [7c 9a 67]
==> 43ba:  SBC A, D            PC:43bb AF:0202 BC:33e8 DE:03e8 HL:0513 SP:f78b IX:0000 IY:0000 Flags:00000010 [9a 67 d2]
==> 43bb:  LD H, A             PC:43bc AF:0202 BC:33e8 DE:03e8 HL:0213 SP:f78b IX:0000 IY:0000 Flags:00000010 [67 d2 b5]
==> 43bc:  JP NC, 43b5h        PC:43b5 AF:0202 BC:33e8 DE:03e8 HL:0213 SP:f78b IX:0000 IY:0000 Flags:00000010 [d2 b5 43]
==> 43b5:  INC B               PC:43b6 AF:0220 BC:34e8 DE:03e8 HL:0213 SP:f78b IX:0000 IY:0000 Flags:00100000 [04 7d 93]
==> 43b6:  LD A, L             PC:43b7 AF:1320 BC:34e8 DE:03e8 HL:0213 SP:f78b IX:0000 IY:0000 Flags:00100000 [7d 93 6f]
==> 43b7:  SUB A, E            PC:43b8 AF:2b3b BC:34e8 DE:03e8 HL:0213 SP:f78b IX:0000 IY:0000 Flags:00111011 [93 6f 7c]
==> 43b8:  LD L, A             PC:43b9 AF:2b3b BC:34e8 DE:03e8 HL:022b SP:f78b IX:0000 IY:0000 Flags:00111011 [6f 7c 9a]
==> 43b9:  LD A, H             PC:43ba AF:023b BC:34e8 DE:03e8 HL:022b SP:f78b IX:0000 IY:0000 Flags:00111011 [7c 9a 67]
==> 43ba:  SBC A, D            PC:43bb AF:febb BC:34e8 DE:03e8 HL:022b SP:f78b IX:0000 IY:0000 Flags:10111011 [9a 67 d2]
==> 43bb:  LD H, A             PC:43bc AF:febb BC:34e8 DE:03e8 HL:fe2b SP:f78b IX:0000 IY:0000 Flags:10111011 [67 d2 b5]
==> 43bc:  JP NC, 43b5h        PC:43bf AF:febb BC:34e8 DE:03e8 HL:fe2b SP:f78b IX:0000 IY:0000 Flags:10111011 [d2 b5 43]
==> 43bf:  ADD HL, DE          PC:43c0 AF:fe91 BC:34e8 DE:03e8 HL:0213 SP:f78b IX:0000 IY:0000 Flags:10010001 [19 22 58]
==> 43c0:  LD (0a58h), HL      PC:43c3 AF:fe91 BC:34e8 DE:03e8 HL:0213 SP:f78b IX:0000 IY:0000 Flags:10010001 [22 58 0a]
==> 43c3:  POP DE              PC:43c4 AF:fe91 BC:34e8 DE:444b HL:0213 SP:f78d IX:0000 IY:0000 Flags:10010001 [d1 e1 70]
==> 43c4:  POP HL              PC:43c5 AF:fe91 BC:34e8 DE:444b HL:0a69 SP:f78f IX:0000 IY:0000 Flags:10010001 [e1 70 23]
==> 43c5:  LD (HL), B          PC:43c6 AF:fe91 BC:34e8 DE:444b HL:0a69 SP:f78f IX:0000 IY:0000 Flags:10010001 [70 23 f1]
==> 43c6:  INC HL              PC:43c7 AF:fe91 BC:34e8 DE:444b HL:0a6a SP:f78f IX:0000 IY:0000 Flags:10010001 [23 f1 c1]
==> 43c7:  POP AF              PC:43c8 AF:04ab BC:34e8 DE:444b HL:0a6a SP:f791 IX:0000 IY:0000 Flags:10101011 [f1 c1 3d]
==> 43c8:  POP BC              PC:43c9 AF:04ab BC:fefe DE:444b HL:0a6a SP:f793 IX:0000 IY:0000 Flags:10101011 [c1 3d c2]
==> 43c9:  DEC A               PC:43ca AF:0303 BC:fefe DE:444b HL:0a6a SP:f793 IX:0000 IY:0000 Flags:00000011 [3d c2 a2]
==> 43ca:  JP NZ, 43a2h        PC:43a2 AF:0303 BC:fefe DE:444b HL:0a6a SP:f793 IX:0000 IY:0000 Flags:00000011 [c2 a2 43]
==> 43a2:  CALL 42f1h          PC:42f1 AF:0303 BC:fefe DE:444b HL:0a6a SP:f791 IX:0000 IY:0000 Flags:00000011 [cd f1 42]
==> 42f1:  DEC B               PC:42f2 AF:03ab BC:fdfe DE:444b HL:0a6a SP:f791 IX:0000 IY:0000 Flags:10101011 [05 c2 fd]
==> 42f2:  JP NZ, 42fdh        PC:42fd AF:03ab BC:fdfe DE:444b HL:0a6a SP:f791 IX:0000 IY:0000 Flags:10101011 [c2 fd 42]
==> 42fd:  DEC C               PC:42fe AF:03ab BC:fdfd DE:444b HL:0a6a SP:f791 IX:0000 IY:0000 Flags:10101011 [0d c0 36]
==> 42fe:  RET NZ              PC:43a5 AF:03ab BC:fdfd DE:444b HL:0a6a SP:f793 IX:0000 IY:0000 Flags:10101011 [c0 36 2c]
==> 43a5:  PUSH BC             PC:43a6 AF:03ab BC:fdfd DE:444b HL:0a6a SP:f791 IX:0000 IY:0000 Flags:10101011 [c5 f5 e5]
==> 43a6:  PUSH AF             PC:43a7 AF:03ab BC:fdfd DE:444b HL:0a6a SP:f78f IX:0000 IY:0000 Flags:10101011 [f5 e5 eb]
==> 43a7:  PUSH HL             PC:43a8 AF:03ab BC:fdfd DE:444b HL:0a6a SP:f78d IX:0000 IY:0000 Flags:10101011 [e5 eb 4e]
==> 43a8:  EX DE, HL           PC:43a9 AF:03ab BC:fdfd DE:0a6a HL:444b SP:f78d IX:0000 IY:0000 Flags:10101011 [eb 4e 23]
==> 43a9:  LD C, (HL)          PC:43aa AF:03ab BC:fd64 DE:0a6a HL:444b SP:f78d IX:0000 IY:0000 Flags:10101011 [4e 23 46]
==> 43aa:  INC HL              PC:43ab AF:03ab BC:fd64 DE:0a6a HL:444c SP:f78d IX:0000 IY:0000 Flags:10101011 [23 46 c5]
==> 43ab:  LD B, (HL)          PC:43ac AF:03ab BC:0064 DE:0a6a HL:444c SP:f78d IX:0000 IY:0000 Flags:10101011 [46 c5 23]
==> 43ac:  PUSH BC             PC:43ad AF:03ab BC:0064 DE:0a6a HL:444c SP:f78b IX:0000 IY:0000 Flags:10101011 [c5 23 e3]
==> 43ad:  INC HL              PC:43ae AF:03ab BC:0064 DE:0a6a HL:444d SP:f78b IX:0000 IY:0000 Flags:10101011 [23 e3 eb]
==> 43ae:  EX (SP), HL         PC:43af AF:03ab BC:0064 DE:0a6a HL:0064 SP:f78b IX:0000 IY:0000 Flags:10101011 [e3 eb 2a]
==> 43af:  EX DE, HL           PC:43b0 AF:03ab BC:0064 DE:0064 HL:0a6a SP:f78b IX:0000 IY:0000 Flags:10101011 [eb 2a 58]
==> 43b0:  LD HL, (0a58h)      PC:43b3 AF:03ab BC:0064 DE:0064 HL:0213 SP:f78b IX:0000 IY:0000 Flags:10101011 [2a 58 0a]
==> 43b3:  LD B, 2fh           PC:43b5 AF:03ab BC:2f64 DE:0064 HL:0213 SP:f78b IX:0000 IY:0000 Flags:10101011 [06 2f 04]
==> 43b5:  INC B               PC:43b6 AF:0331 BC:3064 DE:0064 HL:0213 SP:f78b IX:0000 IY:0000 Flags:00110001 [04 7d 93]
==> 43b6:  LD A, L             PC:43b7 AF:1331 BC:3064 DE:0064 HL:0213 SP:f78b IX:0000 IY:0000 Flags:00110001 [7d 93 6f]
==> 43b7:  SUB A, E            PC:43b8 AF:afbb BC:3064 DE:0064 HL:0213 SP:f78b IX:0000 IY:0000 Flags:10111011 [93 6f 7c]
==> 43b8:  LD L, A             PC:43b9 AF:afbb BC:3064 DE:0064 HL:02af SP:f78b IX:0000 IY:0000 Flags:10111011 [6f 7c 9a]
==> 43b9:  LD A, H             PC:43ba AF:02bb BC:3064 DE:0064 HL:02af SP:f78b IX:0000 IY:0000 Flags:10111011 [7c 9a 67]
==> 43ba:  SBC A, D            PC:43bb AF:0102 BC:3064 DE:0064 HL:02af SP:f78b IX:0000 IY:0000 Flags:00000010 [9a 67 d2]
==> 43bb:  LD H, A             PC:43bc AF:0102 BC:3064 DE:0064 HL:01af SP:f78b IX:0000 IY:0000 Flags:00000010 [67 d2 b5]
==> 43bc:  JP NC, 43b5h        PC:43b5 AF:0102 BC:3064 DE:0064 HL:01af SP:f78b IX:0000 IY:0000 Flags:00000010 [d2 b5 43]
==> 43b5:  INC B               PC:43b6 AF:0120 BC:3164 DE:0064 HL:01af SP:f78b IX:0000 IY:0000 Flags:00100000 [04 7d 93]
==> 43b6:  LD A, L             PC:43b7 AF:af20 BC:3164 DE:0064 HL:01af SP:f78b IX:0000 IY:0000 Flags:00100000 [7d 93 6f]
==> 43b7:  SUB A, E            PC:43b8 AF:4b0e BC:3164 DE:0064 HL:01af SP:f78b IX:0000 IY:0000 Flags:00001110 [93 6f 7c]
==> 43b8:  LD L, A             PC:43b9 AF:4b0e BC:3164 DE:0064 HL:014b SP:f78b IX:0000 IY:0000 Flags:00001110 [6f 7c 9a]
